GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
78.92377,1.716525,1.052087,1.066819,0.994261,1.013226,1.012256,1518.013
81.57296,1.721343,1.061697,1.084329,1.001398,1.021503,1.02334,1517.698
83.1033,1.728484,1.076757,1.091395,1.010026,1.0347,1.036066,1517.78
85.73413,1.73984,1.081077,1.091345,1.01424,1.036124,1.03763,1517.708
80.42802,1.72853,1.079481,1.093372,1.014363,1.039539,1.044042,1517.023
78.70923,1.716446,1.077421,1.078234,1.024456,1.056,1.060602,1516.306
80.07245,1.702906,1.070071,1.079014,1.007202,1.042877,1.053418,1515.882
79.86642,1.690702,1.076545,1.09035,1.020014,1.050914,1.049563,1515.406
82.74218,1.660409,1.059209,1.077602,0.980449,1.018824,1.025115,1514.215
81.67894,1.643113,1.051569,1.068661,0.967103,1.003287,1.013245,1512.185
85.95796,1.630642,1.043449,1.088062,0.972963,1.007018,1.014339,1510.132
83.78828,1.625412,1.062609,1.072891,0.9758,1.010454,1.018445,1508.959
75.8956,1.602118,1.035238,1.062851,0.926418,0.961148,0.966878,1508.627
71.81771,1.577572,1.042064,1.070525,0.951064,0.992839,1.00112,1508.455
75.07202,1.56996,1.03163,1.050792,0.972797,1.000223,1.002869,1508.283
79.10337,1.57809,1.014492,1.06114,0.945339,0.976335,0.98671,1508.419
82.9261,1.596128,1.019424,1.042114,0.945937,0.983524,1.002246,1508.33
80.15423,1.599638,1.014422,1.058408,0.953478,0.982181,0.99046,1507.645
67.35816,1.607517,1.017721,1.047068,0.956379,0.982841,0.994116,1507.131
63.27046,1.607808,1.009018,1.053028,0.94379,0.977156,0.979173,1507.029
73.49191,1.598048,1.010413,1.045967,0.911849,0.94475,0.943891,1506.866
75.72328,1.582053,1.008919,1.047099,0.909311,0.948461,0.960267,1506.889
76.58209,1.560978,0.99971,1.057658,0.927056,0.970047,0.981814,1507.459
78.85049,1.555103,1.005434,1.056323,0.933517,0.968489,0.981978,1508.146
83.79522,1.533805,1.016962,1.048827,0.926249,0.960529,0.967057,1508.551
79.36363,1.534519,1.011961,1.03502,0.90304,0.950971,0.962117,1509.401
71.44735,1.544899,1.036164,1.052293,0.973688,0.995121,1.003702,1511.059
72.43087,1.576942,1.029692,1.05816,0.950309,0.974865,0.980386,1511.677
74.04314,1.617507,1.044417,1.062711,1.02508,1.044563,1.052663,1511.028
78.70741,1.660401,1.04397,1.070935,1.009797,1.036052,1.041385,1510.998
78.0599,1.686955,1.045324,1.070349,1.028331,1.044571,1.037599,1511.467
76.82991,1.692605,1.049807,1.086954,0.993494,0.999533,0.996072,1511.778
79.25915,1.690768,1.051445,1.098272,0.988263,0.994004,0.996128,1512.207
78.04066,1.693304,1.054052,1.077524,0.998533,1.014999,1.017644,1513.381
77.48193,1.705145,1.063886,1.076878,0.990295,1.011175,1.021121,1515.607
78.31229,1.724495,1.058938,1.09733,0.988313,1.009863,1.010857,1517.509
82.35997,1.735799,1.060846,1.07648,0.995709,1.013582,1.016346,1517.84
81.94242,1.731653,1.051051,1.078947,0.994094,1.013384,1.020471,1517.349
85.54476,1.727411,1.062902,1.09018,1.010598,1.032861,1.041673,1517.22
82.39892,1.724607,1.065698,1.100688,1.000027,1.021943,1.030057,1517.56
87.36645,1.730557,1.067232,1.085914,1.01533,1.035985,1.042846,1517.817
85.05561,1.733494,1.089159,1.089558,1.018272,1.030565,1.026622,1517.819
76.27139,1.75126,1.0756,1.097973,1.030199,1.033774,1.022714,1517.708
79.35405,1.759945,1.070347,1.092461,1.033046,1.047826,1.051836,1517.336
78.90355,1.766103,1.074991,1.090331,1.006361,1.02297,1.025139,1516.295
76.73661,1.757037,1.072792,1.0793,1.024785,1.046167,1.044678,1514.242
78.57031,1.771983,1.052169,1.052721,1.036866,1.058801,1.061188,1511.22
77.32761,1.779779,1.063446,1.074644,1.021599,1.039489,1.03968,1508.765
80.68209,1.773421,1.041252,1.067338,0.967959,0.990321,0.999874,1507.902
76.36637,1.748287,1.032669,1.059399,0.961272,0.982863,0.98738,1507.284
78.25216,1.720731,1.000628,1.051854,0.921232,0.940007,0.949441,1506.585
71.26996,1.700386,1.00897,1.04996,0.932003,0.950154,0.959526,1505.588
71.52811,1.686057,0.992781,1.034961,0.913109,0.935635,0.948804,1504.203
72.95763,1.674739,0.996251,1.033654,0.915051,0.935367,0.941789,1503.275
67.49933,1.690457,0.985175,1.017689,0.933571,0.952961,0.960136,1502.442
73.45722,1.699788,0.989541,1.029308,0.937864,0.959861,0.960972,1501.641
78.90939,1.698675,0.989919,1.01669,0.90981,0.934129,0.937746,1501.285
72.88879,1.667112,0.989671,1.013294,0.942635,0.960037,0.960177,1501.83
75.35606,1.621021,0.994624,1.03249,0.917669,0.938918,0.940521,1503.098
74.14261,1.594682,0.987012,1.022193,0.941636,0.956748,0.967189,1504.245
74.33083,1.601475,0.989484,1.02565,0.949745,0.977498,0.977749,1505.109
69.77107,1.646538,0.993919,1.012843,0.954913,0.978859,0.984577,1505.66
76.25895,1.678909,0.993116,1.030589,0.937496,0.966832,0.973719,1505.054
77.19125,1.664949,0.999939,1.047538,0.895761,0.920448,0.928233,1502.645
70.38184,1.625471,1.000673,1.035568,0.895278,0.920435,0.926673,1499.976
70.71983,1.60798,1.009014,1.050366,0.969591,0.983997,0.986684,1499.424
74.84642,1.629358,1.019358,1.040549,0.965457,0.984589,0.98533,1501.469
76.22072,1.663258,1.03407,1.063724,0.976602,0.992137,0.998812,1504.355
80.64768,1.674132,1.02819,1.05164,0.951124,0.977308,0.986624,1506.109
78.91768,1.678801,1.035004,1.082297,0.995384,1.017333,1.026881,1506.378
83.70633,1.697663,1.048592,1.0635,1.016073,1.043385,1.046387,1505.84
78.91708,1.716881,1.047763,1.084864,1.028333,1.057569,1.060444,1505.363
80.42138,1.729366,1.049489,1.082112,1.026603,1.056659,1.062331,1505.895
86.25198,1.732244,1.042859,1.094633,1.020706,1.05045,1.054994,1507.991
85.89339,1.723389,1.059123,1.088028,0.983079,1.00515,1.006042,1511.444
85.10117,1.703667,1.075332,1.089975,0.959347,0.994181,1.008513,1514.717
89.33763,1.694869,1.06869,1.087387,0.987561,1.012658,1.016156,1515.907
82.14809,1.717558,1.085844,1.105792,1.022313,1.044336,1.046005,1515.109
78.52175,1.741017,1.070933,1.088804,1.03198,1.051304,1.054262,1514.542
81.93562,1.75778,1.076548,1.103446,1.041921,1.063104,1.069638,1514.722
82.17005,1.763582,1.074741,1.105339,1.0394,1.058722,1.066923,1514.683
82.40434,1.759814,1.081285,1.110357,1.016321,1.045835,1.044256,1515.271
77.37271,1.740358,1.088189,1.120514,1.000708,1.02922,1.030461,1516.914
79.97843,1.716628,1.083676,1.123225,1.021862,1.049566,1.056873,1518.684
80.88316,1.711447,1.114058,1.109627,1.015601,1.032901,1.035132,1518.698
85.0191,1.714259,1.104199,1.127629,1.01927,1.036189,1.0419,1515.901
78.03985,1.732434,1.114598,1.128544,1.063423,1.089252,1.095472,1512.542
82.35595,1.752133,1.116666,1.127232,1.071187,1.090518,1.096141,1510.651
77.61771,1.771034,1.111884,1.118721,1.054358,1.0833,1.090509,1510.204
81.09376,1.769548,1.103257,1.111444,1.051823,1.079567,1.081884,1510.932
79.79247,1.755572,1.119961,1.119553,1.041498,1.068515,1.080168,1512.041
85.63327,1.739351,1.097097,1.117569,1.03544,1.07219,1.084038,1512.654
78.60375,1.719654,1.111426,1.138609,1.034209,1.062293,1.077013,1511.99
78.76286,1.700222,1.110391,1.11272,0.992062,1.025736,1.029897,1510.023
79.68356,1.693684,1.100588,1.099187,1.042323,1.071102,1.072593,1508.932
88.38907,1.703796,1.085238,1.111248,1.039991,1.073949,1.084637,1509.16
86.88321,1.705734,1.085618,1.117293,0.995444,1.029864,1.034341,1508.267
89.82706,1.674627,1.072408,1.103896,1.004966,1.03948,1.044829,1506.386
85.15889,1.64347,1.086239,1.118208,0.978792,1.008933,1.025063,1506.509
81.62872,1.616902,1.079721,1.113564,0.980374,1.004805,1.015822,1508.876
79.95756,1.617878,1.097813,1.130952,0.98618,1.011225,1.014972,1510.682
79.02942,1.624372,1.107921,1.120269,1.023488,1.045463,1.055524,1512.636
79.09628,1.633934,1.118699,1.13297,1.024993,1.04925,1.061312,1515.955
79.70152,1.655753,1.116293,1.135644,1.052131,1.084532,1.094535,1517.001
78.85403,1.679675,1.115908,1.120465,1.044754,1.075476,1.08631,1515.412
84.36142,1.724459,1.108923,1.130531,1.05379,1.08113,1.092884,1514.314
75.93053,1.738305,1.118961,1.113492,1.03488,1.061066,1.063669,1514.189
84.32961,1.735946,1.111721,1.135514,1.030048,1.059969,1.063414,1514.756
87.21786,1.702532,1.092519,1.105167,1.008118,1.040241,1.055507,1515.097
84.85527,1.666651,1.091622,1.110702,0.983518,1.016906,1.037591,1513.292
82.45229,1.640516,1.072054,1.106834,0.997522,1.031089,1.044474,1509.71
83.48652,1.625971,1.091226,1.119207,0.981664,1.012959,1.032757,1507.137
73.8186,1.63281,1.063358,1.103316,0.981383,1.007241,1.016692,1507.116
80.02163,1.648587,1.080814,1.110407,0.951195,0.975733,0.985594,1510.223
73.53405,1.65006,1.079876,1.113499,0.956792,0.978652,0.98314,1514.512
76.75352,1.651932,1.073689,1.101623,0.974283,1.000412,1.007834,1516.28
77.42519,1.6757,1.086323,1.104651,1.063595,1.080288,1.085805,1516.316
80.09162,1.71433,1.090656,1.1193,1.048242,1.052278,1.03769,1516.323
79.34528,1.730419,1.121843,1.125866,1.048116,1.071795,1.081691,1516.281
78.2586,1.747471,1.14284,1.130736,1.092688,1.120899,1.133788,1516.964
83.65147,1.759655,1.146702,1.142974,1.086786,1.117265,1.134579,1518.046
82.40765,1.77875,1.14068,1.152965,1.046205,1.081758,1.100135,1518.025
82.90343,1.753488,1.150591,1.166879,1.047451,1.084926,1.098119,1516.943
80.26659,1.722892,1.125129,1.169439,1.040603,1.076643,1.091472,1515.773
81.49474,1.697904,1.130497,1.162866,1.031508,1.064815,1.088038,1514.74
81.34561,1.674667,1.139269,1.159415,1.035623,1.075417,1.08887,1514.102
84.92773,1.654967,1.121288,1.171666,1.012612,1.052011,1.067518,1514.348
78.45092,1.649911,1.129338,1.17718,1.012461,1.052065,1.073613,1515.811
76.80204,1.664106,1.138233,1.148873,1.032978,1.066508,1.074535,1518.961
75.77597,1.680181,1.13764,1.163337,1.044387,1.07499,1.085693,1523.259
80.69216,1.686659,1.146557,1.18056,1.065565,1.097716,1.104764,1526.741
76.78165,1.704308,1.155649,1.17809,1.084756,1.117591,1.12791,1527.071
73.27959,1.735427,1.154856,1.191684,1.120235,1.147768,1.164423,1523.949
85.32206,1.772871,1.160689,1.189221,1.094286,1.132523,1.149291,1519.865
82.10562,1.777899,1.165778,1.219103,1.107995,1.141869,1.16037,1516.415
86.77014,1.758108,1.152616,1.20723,1.122034,1.149618,1.16365,1514.311
86.45879,1.741648,1.176001,1.167836,1.098323,1.1311,1.146981,1514.671
77.77798,1.732533,1.171345,1.183977,1.091737,1.12344,1.14474,1516.827
80.58659,1.744474,1.168622,1.193046,1.093511,1.126117,1.136931,1518.827
78.00451,1.750876,1.17059,1.189219,1.110198,1.145852,1.161003,1519.998
78.0275,1.751791,1.171058,1.193142,1.106597,1.141579,1.15009,1520.476
80.26674,1.745233,1.172067,1.194734,1.107887,1.14242,1.156049,1520.252
64.95505,1.725807,1.164449,1.180668,1.107854,1.137499,1.146878,1519.454
81.33797,1.718385,1.154381,1.186537,1.107479,1.139421,1.14772,1518.123
78.9311,1.722808,1.142783,1.161649,1.118839,1.147047,1.157448,1516.207
81.47646,1.740939,1.13635,1.155142,1.115971,1.143618,1.165715,1514.216
83.37516,1.756323,1.127829,1.142617,1.080121,1.116264,1.126453,1512.624
79.38918,1.751554,1.117982,1.162951,1.07234,1.109419,1.121501,1511.651
70.78064,1.739086,1.121045,1.154222,1.061142,1.101178,1.11117,1511.701
72.99036,1.719519,1.119026,1.150178,1.058596,1.095661,1.105292,1512.759
82.44772,1.689242,1.102692,1.143289,0.987273,1.026561,1.041757,1513.72
80.29946,1.651534,1.111099,1.145257,0.989171,1.025598,1.037823,1513.045
76.74589,1.630306,1.104428,1.133488,0.99648,1.035124,1.047208,1511.919
74.43948,1.629361,1.082923,1.159163,1.024244,1.063453,1.070085,1512.533
72.7426,1.645537,1.086998,1.144376,1.01449,1.056082,1.071016,1513.845
76.05386,1.645503,1.080697,1.126601,0.993162,1.036776,1.056304,1514.471
72.38507,1.633346,1.093724,1.130301,0.993931,1.031851,1.043942,1514.724
70.28654,1.616508,1.084586,1.121193,1.025468,1.059944,1.063035,1514.914
74.2061,1.608983,1.083941,1.147148,1.027139,1.052328,1.072169,1514.711
79.02782,1.636968,1.091842,1.146835,1.027696,1.061538,1.073872,1513.818
76.06107,1.677279,1.092626,1.133337,1.040472,1.071782,1.071396,1513.166
78.26056,1.70497,1.097599,1.130676,1.061283,1.087165,1.095272,1513.325
79.53768,1.718046,1.101212,1.135907,1.060434,1.088717,1.099463,1513.417
79.50742,1.725751,1.10502,1.117415,1.056059,1.082447,1.093321,1513.424
85.24222,1.729493,1.107612,1.137894,1.075141,1.09392,1.10549,1514.072
77.3177,1.720884,1.102491,1.112396,1.086666,1.101576,1.108828,1515.176
77.84769,1.723468,1.099232,1.129971,1.077935,1.098797,1.114513,1515.936
79.92952,1.744317,1.100218,1.126171,1.04573,1.075286,1.091404,1515.719
82.78345,1.780128,1.080691,1.123934,1.036589,1.072219,1.087203,1514.818
82.35828,1.762162,1.084483,1.127158,1.013166,1.055236,1.057848,1514.091
79.71311,1.73698,1.067784,1.096074,1.000609,1.035899,1.047047,1513.796
79.75672,1.699011,1.066442,1.113585,0.994341,1.026572,1.038203,1513.767
84.03101,1.679109,1.058669,1.107527,1.001902,1.037196,1.051557,1514.442
79.68774,1.66974,1.06025,1.115145,0.997698,1.033619,1.047691,1515.909
79.6923,1.667679,1.061312,1.109129,0.989448,1.026932,1.039458,1517.195
80.83736,1.675791,1.072041,1.093323,0.991004,1.03086,1.051115,1517.613
77.20146,1.669686,1.071185,1.107698,0.989144,1.022786,1.035383,1517.549
75.38442,1.662553,1.068154,1.106024,1.009221,1.045066,1.052401,1517.265
78.15678,1.661134,1.076191,1.115653,0.998622,1.034902,1.044495,1516.693
85.9483,1.660947,1.076735,1.109179,1.014239,1.045687,1.056581,1516.33
80.8282,1.661505,1.071871,1.112146,1.024127,1.064916,1.086868,1516.34
76.61853,1.65125,1.066533,1.115605,1.018055,1.0588,1.071164,1516.782
79.09878,1.662605,1.07909,1.148223,0.960013,0.999421,1.013777,1518.123
79.55361,1.648757,1.070336,1.136262,0.990298,1.018414,1.038882,1520.161
73.63362,1.656518,1.069846,1.125974,1.010016,1.036375,1.046411,1522.069
80.26405,1.652203,1.08052,1.125116,1.033682,1.063981,1.069798,1523.222
84.4423,1.682791,1.097909,1.132405,1.058151,1.091076,1.096401,1522.82
89.39725,1.740158,1.087518,1.133611,1.027085,1.06175,1.06813,1520.614
87.97156,1.778459,1.094574,1.124739,1.033149,1.064936,1.073008,1518.43
85.17628,1.77594,1.112793,1.143694,1.032625,1.06413,1.078454,1517.906
85.43702,1.728543,1.106262,1.163537,1.060591,1.092768,1.096605,1519.478
85.64967,1.692736,1.116678,1.159133,1.048664,1.083807,1.095592,1522.597
89.0712,1.688709,1.131238,1.16052,1.047204,1.070593,1.079714,1525.689
83.91251,1.703065,1.131898,1.160039,1.057627,1.074808,1.086206,1527.892
88.95419,1.707947,1.13076,1.142804,1.081942,1.107343,1.112138,1529.632
86.34164,1.726694,1.127437,1.168473,1.09974,1.132603,1.142673,1530.466
85.21631,1.763849,1.130837,1.174256,1.047634,1.097149,1.106389,1528.703
89.27032,1.763375,1.132549,1.183633,1.013871,1.057874,1.069507,1525.544
86.1294,1.711848,1.138577,1.180319,1.043639,1.070766,1.08231,1523.321
79.4137,1.669627,1.123426,1.183792,1.052957,1.09172,1.098057,1521.81
79.48939,1.681108,1.127576,1.177633,1.060817,1.100328,1.107731,1520.911
78.72133,1.703139,1.140993,1.18237,1.057987,1.092113,1.104132,1521.458
81.34799,1.688979,1.138467,1.186547,1.058864,1.090412,1.099539,1523.174
79.85119,1.645582,1.155466,1.194282,1.040167,1.074096,1.087905,1525.804
67.12014,1.627696,1.163757,1.201831,1.086923,1.112405,1.11276,1529.688
87.11584,1.651808,1.157258,1.204327,1.136872,1.172213,1.175975,1533.092
83.51405,1.7247,1.143918,1.197617,1.150383,1.173609,1.186503,1533.424
75.53443,1.807961,1.143387,1.208157,1.132177,1.161914,1.175522,1530.634
92.58041,1.796478,1.151944,1.204994,1.147544,1.176429,1.18686,1526.773
91.08089,1.739749,1.163904,1.210439,1.11525,1.146418,1.154709,1524.412
87.69893,1.700851,1.163195,1.209581,1.112094,1.13189,1.140023,1523.581
88.7057,1.712832,1.173463,1.191391,1.096208,1.120221,1.123155,1522.446
82.54122,1.709885,1.17409,1.192124,1.135456,1.154025,1.156963,1521.739
83.34374,1.695622,1.163501,1.204657,1.097546,1.136211,1.162334,1522.43
80.58533,1.687877,1.164603,1.20236,1.1293,1.145869,1.150924,1524.146
88.37075,1.721721,1.169482,1.20909,1.123772,1.141302,1.145625,1526.715
89.32913,1.732028,1.175713,1.212763,1.117445,1.140508,1.142746,1530.021
85.5518,1.734094,1.159726,1.217509,1.148876,1.16619,1.165036,1533.647
88.74529,1.757125,1.180701,1.195034,1.119399,1.134775,1.145589,1536.468
84.03743,1.793015,1.179622,1.211513,1.118603,1.137479,1.152648,1537.915
89.58217,1.832702,1.180998,1.186744,1.123023,1.136719,1.157006,1537.795
88.68905,1.826169,1.171688,1.205998,1.117699,1.135137,1.151922,1535.435
89.42086,1.794602,1.171203,1.20813,1.108532,1.149827,1.162797,1531.896
81.98723,1.780326,1.166306,1.201375,1.111982,1.168727,1.182496,1529.164
83.64207,1.763046,1.161643,1.200538,1.083074,1.151271,1.153583,1526.919
85.26218,1.741316,1.147895,1.213578,0.965937,1.004724,1.027891,1524.246
85.85809,1.709657,1.137204,1.180101,1.055207,1.075261,1.077807,1522.234
82.59312,1.682241,1.121138,1.1529,1.112012,1.125335,1.125481,1522.519
80.81004,1.702906,1.114707,1.140545,1.104403,1.119737,1.121508,1524.496
85.78368,1.76419,1.100022,1.162652,1.052028,1.078013,1.076667,1525.516
85.76337,1.824994,1.115309,1.159144,1.014193,1.046203,1.058325,1524.732
87.62135,1.823058,1.103567,1.136632,1.042235,1.062058,1.075761,1523.382
82.88928,1.7835,1.102276,1.146342,1.040481,1.059482,1.075255,1522.458
84.1256,1.736834,1.09976,1.151073,1.028033,1.060232,1.057373,1522.464
87.07997,1.723325,1.10267,1.149353,1.058287,1.075532,1.072588,1522.656
85.01051,1.711833,1.113353,1.134978,1.045834,1.074003,1.077611,1522.589
86.44951,1.704188,1.114996,1.142321,1.046317,1.055,1.057231,1522.661
87.1627,1.689692,1.120361,1.13762,1.084354,1.102214,1.111137,1523.003
89.37914,1.722674,1.112444,1.125823,1.119321,1.148329,1.155755,1523.827
90.68748,1.776949,1.120319,1.126375,1.100256,1.138662,1.154486,1525.348
90.15005,1.81048,1.104162,1.133854,1.092174,1.131541,1.135824,1527.076
89.17741,1.758794,1.107202,1.147446,1.0681,1.088311,1.092263,1527.925
83.17603,1.709834,1.099291,1.137964,1.044712,1.070155,1.074675,1527.354
85.63329,1.682773,1.099866,1.138318,1.020006,1.037134,1.040504,1526.091
82.42296,1.703547,1.092097,1.115275,1.037659,1.061906,1.075978,1524.919
80.77036,1.722953,1.091802,1.133409,1.024582,1.047448,1.053872,1523.765
81.05105,1.735286,1.102075,1.128883,1.01329,1.034047,1.037064,1522.533
80.23697,1.735914,1.095128,1.151799,1.019281,1.045355,1.043741,1521.142
80.16829,1.728854,1.106813,1.141713,1.03546,1.062518,1.072178,1519.461
84.4125,1.730784,1.123067,1.149135,1.064615,1.082047,1.090837,1518.997
83.36198,1.755893,1.121047,1.16486,1.065199,1.084365,1.096799,1520.72
78.23122,1.778891,1.111106,1.158479,1.068893,1.087657,1.095657,1522.656
81.30222,1.799218,1.123647,1.151665,1.060873,1.085147,1.093018,1524.416
80.73194,1.803631,1.12571,1.159874,1.066598,1.090738,1.096811,1526.836
90.0205,1.800844,1.124182,1.161549,1.093312,1.109898,1.113494,1528.584
87.80893,1.798165,1.132001,1.16393,1.051625,1.076581,1.076981,1528.666
85.317,1.789979,1.127331,1.187069,1.093397,1.115718,1.12262,1527.902
87.93529,1.789423,1.141448,1.207672,1.080961,1.115335,1.123697,1527.111
82.59479,1.747261,1.143882,1.177298,1.064033,1.108632,1.118234,1526.364
86.14013,1.711787,1.137567,1.169917,1.058066,1.09304,1.102469,1525.804
91.85042,1.682806,1.141998,1.168066,1.058002,1.09641,1.101064,1525.768
94.59754,1.697487,1.15881,1.172478,1.034825,1.073132,1.075092,1525.939
87.64381,1.698396,1.146086,1.15801,1.078633,1.109667,1.117619,1525.319
86.80399,1.674516,1.13899,1.146849,1.073434,1.108556,1.119865,1523.557
81.63605,1.648854,1.134523,1.150938,0.99224,1.031815,1.050697,1521.879
80.19625,1.651504,1.132077,1.171335,1.019805,1.057475,1.065229,1521.834
77.91047,1.683738,1.129144,1.157441,1.051017,1.08933,1.091594,1522.751
85.93055,1.704152,1.123333,1.140783,1.03966,1.080222,1.09109,1522.881
87.16689,1.691936,1.122491,1.1641,0.999336,1.032902,1.046883,1522.06
84.88013,1.681253,1.111372,1.156214,1.014961,1.044602,1.054969,1521.052
87.04697,1.662701,1.127293,1.151756,1.03562,1.058754,1.064915,1520.857
87.07601,1.645108,1.131224,1.141569,1.06185,1.083507,1.089085,1521.79
82.74642,1.644442,1.129906,1.142054,1.064222,1.092968,1.09356,1522.797
90.91403,1.678779,1.117417,1.162192,1.083073,1.116632,1.125509,1523.995
92.1376,1.722859,1.124893,1.146834,1.069979,1.10453,1.113088,1525.206
87.00175,1.755971,1.128065,1.153972,1.032589,1.07302,1.082011,1525.293
91.12136,1.742756,1.133549,1.162503,1.010529,1.044669,1.053791,1524.306
91.83061,1.696503,1.114298,1.169341,1.017753,1.044104,1.045516,1522.538
86.12101,1.647961,1.110721,1.166358,1.011475,1.043858,1.051548,1520.948
87.68068,1.624157,1.122066,1.158413,1.022688,1.053355,1.065733,1520.454
86.49742,1.638304,1.118321,1.156967,1.019683,1.052095,1.059446,1521.376
86.02065,1.673188,1.127623,1.168291,1.011778,1.047341,1.06531,1523.759
85.86226,1.678493,1.143904,1.153092,1.018089,1.052142,1.060264,1526.143
82.88264,1.668116,1.152949,1.169571,1.032919,1.058782,1.063326,1526.689
85.14225,1.646763,1.157422,1.159352,1.062972,1.083002,1.092701,1526.253
87.28489,1.693669,1.1499,1.163676,1.100092,1.112124,1.107924,1526.611
89.63669,1.755072,1.156499,1.168943,1.095155,1.107592,1.108449,1527.366
88.7606,1.782553,1.168101,1.16768,1.115894,1.129223,1.135706,1527.888
83.89785,1.763451,1.172281,1.183935,1.123303,1.156993,1.168256,1528.292
81.34459,1.73951,1.1771,1.192838,1.130582,1.161275,1.1778,1529.376
82.97332,1.726931,1.178599,1.205667,1.148823,1.173507,1.189537,1531.852
87.96548,1.726113,1.168265,1.215775,1.114694,1.14869,1.163032,1534.492
89.02835,1.721749,1.173812,1.216005,1.110617,1.144375,1.149943,1535.739
79.03351,1.698469,1.18727,1.203143,1.105812,1.135309,1.14792,1535.752
82.45898,1.704107,1.184052,1.219869,1.10652,1.129007,1.131608,1536.079
86.23734,1.744409,1.184893,1.222845,1.108041,1.12772,1.125922,1536.888
79.75513,1.806711,1.191443,1.231902,1.107052,1.123714,1.128926,1535.01
80.63205,1.818392,1.182779,1.216591,1.123073,1.140958,1.147855,1531.214
81.91483,1.821886,1.188499,1.234406,1.125571,1.147394,1.160721,1530.128
84.85699,1.815923,1.190271,1.237704,1.120481,1.145514,1.160426,1531.844
82.13723,1.80321,1.184073,1.231456,1.113012,1.143292,1.146753,1534.442
80.13485,1.774051,1.20459,1.22546,1.101439,1.137932,1.13715,1536.771
85.70079,1.738508,1.197406,1.227335,1.115517,1.146048,1.143893,1537.56
82.99448,1.68706,1.205919,1.229788,1.133987,1.163706,1.174368,1537.522
87.66209,1.645303,1.209901,1.232946,1.117032,1.151454,1.172338,1537.088
85.8071,1.612155,1.212329,1.242972,1.090925,1.129795,1.134927,1535.311
84.87091,1.637943,1.202881,1.225801,1.124514,1.146481,1.15768,1533.151
86.00533,1.688045,1.197075,1.226656,1.15632,1.172032,1.180825,1531.185
81.09223,1.736222,1.198809,1.241388,1.119399,1.150549,1.154931,1529.468
86.91713,1.751292,1.203663,1.236942,1.115626,1.145293,1.151926,1528.511
92.78294,1.740026,1.19479,1.24658,1.112703,1.141287,1.148648,1528.016
99.99157,1.720036,1.191682,1.234006,1.107926,1.138631,1.152715,1528.692
90.36304,1.691472,1.19244,1.233313,1.114614,1.145822,1.154273,1532.861
86.08505,1.661968,1.193384,1.235612,1.110852,1.148175,1.150262,1540.104
82.48237,1.653013,1.190805,1.229632,1.113588,1.146664,1.15106,1545.374
89.54341,1.676472,1.18481,1.219752,1.127386,1.155595,1.153703,1545.349
93.06403,1.727451,1.194635,1.248686,1.120086,1.14102,1.143963,1542.32
92.93959,1.764277,1.194997,1.236382,1.111377,1.136824,1.143337,1540.503
85.97025,1.760273,1.196303,1.246317,1.087442,1.108554,1.127422,1541.798
88.15494,1.747279,1.193938,1.235757,1.134557,1.149371,1.15803,1545.329
85.73976,1.743988,1.203575,1.249005,1.110571,1.134626,1.150047,1548.554
91.45077,1.751054,1.204145,1.244233,1.137285,1.163922,1.1798,1549.595
89.67296,1.771702,1.200783,1.249837,1.140402,1.155736,1.166252,1548.847
88.35695,1.811154,1.229521,1.258936,1.119004,1.143303,1.152918,1546.251
84.93587,1.83589,1.236536,1.302705,1.20372,1.224975,1.237017,1542.602
85.34218,1.787621,1.245153,1.294364,1.220232,1.234818,1.255065,1540.424
87.01447,1.761252,1.244531,1.274378,1.219014,1.240639,1.250353,1539.696
82.27341,1.784505,1.256005,1.277816,1.197966,1.231502,1.237365,1538.765
72.0539,1.848053,1.258535,1.270868,1.179491,1.209431,1.218034,1537.126
90.28657,1.854004,1.249408,1.303388,1.201253,1.219785,1.236697,1535.979
90.09829,1.844755,1.24439,1.268744,1.149339,1.180629,1.191377,1535.54
95.33281,1.838696,1.238258,1.26556,1.149579,1.183199,1.199913,1535.474
88.51687,1.864958,1.233565,1.269614,1.156013,1.175946,1.190818,1536.992
88.51938,1.862865,1.227676,1.258199,1.156161,1.17516,1.189215,1539.928
89.13654,1.807087,1.218032,1.266043,1.147754,1.169097,1.187408,1541.703
88.84913,1.761108,1.202341,1.240532,1.143234,1.167424,1.185673,1540.511
91.22732,1.72457,1.197704,1.234266,1.126387,1.148544,1.163399,1538.252
90.29163,1.773288,1.1945,1.246408,1.12541,1.150344,1.153812,1537.158
87.15268,1.818231,1.183787,1.234844,1.09903,1.12056,1.134343,1537.106
75.66697,1.837646,1.1795,1.208715,1.124357,1.148736,1.169705,1537.481
79.5101,1.856063,1.180479,1.20901,1.137135,1.15338,1.168851,1537.987
92.69507,1.874117,1.169213,1.20129,1.116854,1.148726,1.156429,1538.493
85.21217,1.85205,1.18469,1.203755,1.09949,1.134114,1.142332,1538.219
83.26833,1.817852,1.173964,1.180899,1.098397,1.130435,1.134835,1537.471
88.62082,1.797308,1.183648,1.210316,1.045933,1.086178,1.109143,1537.98
79.94447,1.80914,1.17554,1.194819,1.094835,1.124311,1.138911,1539.216
81.04646,1.781142,1.177855,1.209517,1.086099,1.119362,1.130391,1539.04
80.06591,1.758734,1.178678,1.217256,1.145383,1.167052,1.178403,1537.308
77.31644,1.771389,1.184618,1.213819,1.1607,1.174536,1.188574,1535.297
